text,label
Je veux réserver un vol de Paris à Nice pour janvier,book_flight
Cherchez un vol pour Londres à partir de New York en février,book_flight
J'ai besoin de rechercher des vols pour mars de New York vers Boston,book_flight
Trouvez un vol pour San Francisco à partir de Los Angeles pour avril,book_flight
Trouvez un vol vers Paris à partir de la Londres l'été prochain,book_flight
Veuillez me réserver un vol de Los Angeles à New York pour tout de suite,book_flight
Réservez un vol de Chicago à LA du 12 octobre au 18,book_flight
Quel vol est disponible pour un voyage de Detroit à Miami le premier du mois prochain,book_flight
Recherchez un vol aller-retour de Seattle à Orlando du 6 au 16 mai,book_flight
Recherchez des billets d'avion de Paris à Rome pour le week-end prochain,book_flight
Des billets d'avion moins chers pour Londres en novembre,book_flight
Des vols pour Sydney à la mi-décembre,book_flight
Des vols de dernière minute de New York à LA aussi vite que possible,book_flight
Je cherche un vol pour Chicago demain,book_flight
Des vols à rabais de Paris à Madrid pour la semaine prochaine,book_flight
Des vols de Paris à Berlin le 22 juin,book_flight
Des billets d'avion de Londres à Rome la semaine prochaine,book_flight
Des vols directs de New York à Sydney pour le 5 juillet,book_flight
Des vols sans escale de Mumbai à Delhi le 10 novembre,book_flight
Des vols aller simple de Boston à Chicago le 15 décembre,book_flight
Des vols au départ de Los Angeles à Tokyo le 20 janvier,book_flight
Des vols à bas prix de San Francisco à Seattle le 25 février,book_flight
Des vols économiques de Las Vegas à Orlando le 30 mars,book_flight
Comparaison des prix pour les vols de Chicago à Paris pour le 4 avril,book_flight
Des vols de Miami à Londres pour le 8 mai,book_flight
Des vols aller-retour de Dallas à New York le 13 juin,book_flight
Des billets à prix réduit de Paris à Las Vegas le 17 juillet,book_flight
Des vols avec réduction de Tokyo à Sydney le 21 août,book_flight
Des vols au rabais de San Francisco à Las Vegas le 25 septembre,book_flight
Les vols les moins chers de Sydney à Tokyo le 29 octobre,book_flight
Des vols abordables de Los Angeles à Las Vegas le 1 novembre,book_flight
Quels sont les ingrédients pour un gâteau au chocolat,out_of_scope
Combien de pétales a une rose,out_of_scope
Quelle est la meilleure université aux États-Unis,out_of_scope
Je me demande combien de livres harry potter existent,out_of_scope
Qui est le président de la France,out_of_scope
Quand a commencé la seconde guerre mondiale,out_of_scope
Dans quel pays trouve-t-on la tour Eiffel,out_of_scope
Combien de langues y a-t-il dans le monde,out_of_scope
Peux-tu me dire ce qu'est le Brexit,out_of_scope
"Qui a écrit ""Guerre et Paix""",out_of_scope
D'où vient le fromage Camembert,out_of_scope
Qu'est-ce que la Tour de Pise,out_of_scope
Le mont Everest est-il en Inde,out_of_scope
Quand a lieu la Saint Valentin,out_of_scope
Qu'est-ce qu'un polygone,out_of_scope
Quelle est la durée de vie d’un éléphant,out_of_scope
Quels sont les symptômes du Covid-19,out_of_scope
Qui a découvert l'Amérique,out_of_scope
Peux-tu me parler des dinosaures,out_of_scope
Qu'est-ce que la Mona Lisa,out_of_scope
Combien d'étoiles y'a-t-il sur le drapeau américain,out_of_scope
Qui a inventé l'ampoule,out_of_scope
Où est situé le Colisée,out_of_scope
Dans quel pays trouve-t-on la pyramide de Gizeh,out_of_scope
Comment faire des crêpes,out_of_scope
Qu'est-ce que la Tour de Pise,out_of_scope
Quand a été publié le premier livre Harry Potter,out_of_scope
Quelle est la capitale de l'Espagne,out_of_scope
Qui est le fondateur de Microsoft,out_of_scope
Qu'est-ce que la Joconde,out_of_scope
Où est située la statue de la liberté,out_of_scope
"Qui a écrit ""Le Petit Prince""",out_of_scope
Quand a eu lieu la Révolution française,out_of_scope
Le mont Everest est-il en Inde,out_of_scope
Comment fait-on une omelette,out_of_scope
Qu'est-ce que le Prix Nobel,out_of_scope
Qui était Albert Einstein,out_of_scope
Combien d'espèces de chat y a-t-il,out_of_scope
Où se trouve la Grande Muraille de Chine,out_of_scope
Dans quel pays sont les pyramides,out_of_scope
Quelle est la distance entre la terre et la lune,out_of_scope
Comment préparer des pâtes,out_of_scope
Quels sont les plus hauts sommets du monde,out_of_scope
Quelle est la capitale de l'Australie,out_of_scope
Quelle est la formule chimique de l'eau,out_of_scope
Quand est la fête nationale française,out_of_scope
Comment faire des crêpes,out_of_scope
"Qui a écrit ""Guerre et Paix""",out_of_scope
Qu'est-ce qu'un mammifère,out_of_scope
"Qui a peint ""La Nuit étoilée""",out_of_scope
Quand a eu lieu la première révolution industrielle,out_of_scope
Qui a découvert le feu,out_of_scope
Qui a fondé Facebook,out_of_scope
Où est le musée du Louvre,out_of_scope
Qu'est-ce que l'opéra de Sydney,out_of_scope
Quand est-ce que le mur de Berlin est tombé,out_of_scope
Où se trouve le Taj Mahal,out_of_scope
Qu'est-ce que le Taj Mahal,out_of_scope
Qui est la reine d'Angleterre,out_of_scope
Qu'est-ce que la photosynthèse,out_of_scope
Qu'est-ce que la vérité d'Euclide,out_of_scope
Combien y a-t-il de notes musicales,out_of_scope
Qu'est-ce que la règle de trois,out_of_scope
"Quelle est la médiane de 5,6,7",out_of_scope
Comment puis-je décongeler un poulet rapidement,out_of_scope
Qui est Shakespeare,out_of_scope
Comment cela fonctionne-t-il,out_of_scope
Qu'est-ce que le plafond de verre,out_of_scope
Définir la ligne d'équation y=mx+b,out_of_scope
Existe-t-il un plus grand nombre premier,out_of_scope
MongoDB vs MySQL lequel est le meilleur,out_of_scope
Combien d'os y a-t-il dans le corps humain,out_of_scope
D'où vient le café,out_of_scope
Est-ce que le sommeil aide à perdre du poids,out_of_scope
Expliquer ce qu'est la gravité,out_of_scope
Qu'est-ce que l'Union Européenne,out_of_scope
Où se trouve l'Amazonie,out_of_scope
Qu'est-ce que le cholestérol,out_of_scope
Combien y a-t-il de vaccins contre la Covid-19,out_of_scope
Qui a été le premier homme sur la Lune,out_of_scope
Quand a lieu le nouvel an chinois,out_of_scope
Qui a composé la 5e symphonie de Beethoven,out_of_scope
D'où vient le mot «bonjour»,out_of_scope
Comment se fabrique le pain,out_of_scope
Peux-tu me parler de la guerre froide,out_of_scope
"Aux échecs, que fait le cavalier",out_of_scope
Comment tricoter une écharpe,out_of_scope
Quand est-ce que le Titanic a coulé,out_of_scope
Qu'est-ce que le théorème de Pythagore,out_of_scope
Où se trouve le musée Guggenheim,out_of_scope
Pourquoi le ciel est bleu,out_of_scope
Qu'est-ce que le paradoxe du chat de Schrödinger,out_of_scope
Qui a inventé le téléphone,out_of_scope
Quand a lieu le jour de la Terre,out_of_scope
Qu'est-ce que la Théorie de la Relativité Générale,out_of_scope
Combien pèse un éléphant adulte,out_of_scope
"Pourquoi le drapeau français est bleu, blanc et rouge",out_of_scope
Quels sont les pays membres de l'OTAN,out_of_scope
Comment fonctionne une centrale thermique,out_of_scope
Qu'est-ce que le Boson de Higgs,out_of_scope
D'où provient le Jasmin,out_of_scope
Combien y a t'il d'habitant en Chine,out_of_scope
Pourquoi les chats ronronnent-ils,out_of_scope
Pourquoi les bananes sont-elles courbées,out_of_scope
Comment fabrique-t’on du papier,out_of_scope
Ou se trouve le siège de l'ONU,out_of_scope
Ou se trouve la mer morte,out_of_scope
Qui a peint la Joconde,out_of_scope
Quand a eu lieu l'indépendance des Etats-Unis,out_of_scope
Qu'est-ce qu'une éclipse solaire,out_of_scope
Qu’est ce que le système solaire,out_of_scope
Qu’est ce qu’une constellation,out_of_scope
Quand a été découverte la planète Uranus,out_of_scope
Quelle est la vitesse de la lumière,out_of_scope
Qui a inventé le premier ordinateur,out_of_scope
Comment fonctionne un micro-ondes,out_of_scope
Qui a inventé la voiture,out_of_scope
Quelle est la hauteur de la tour Eiffel,out_of_scope
Quand est née la reine Elizabeth II,out_of_scope
Qui a créé Mickey Mouse,out_of_scope
Qu'est-ce que la démocratie,out_of_scope
Qu'est-ce que l'état de droit,out_of_scope
Quand a été fondée la ville de Paris,out_of_scope
Combien y a-t-il de planètes dans notre système solaire,out_of_scope
Qui a écrit la musique de Star Wars,out_of_scope
Qu'est-ce que l'écologie,out_of_scope
Quelle est la capitale de la Finlande,out_of_scope
Quelle est la population de New York,out_of_scope
Combien y a-t-il de pays dans le monde,out_of_scope
Qu'est-ce qu'un hockey puck,out_of_scope
Où se trouve le Grand Canyon,out_of_scope
"Parfois, je me demande combien coûtent les bijoux de la couronne britannique",out_of_scope
"""Comment dire 'amour' en allemand",translate
Que signifie 'Bonjour' en français,translate
Je veux savoir comment dire 'merci' en espagnol,translate
Comment puis-je dire 'bienvenue' en italien,translate
Comment dire 'au revoir' en japonais,translate
J'ai besoin de savoir comment dire 'prendre soin' en arabe,translate
Comment dois-je dire 'belle rencontre' en chinois,translate
Comment puis-je dire 'amitié' en russe,translate
Comment puis-je dire 'à bientôt' en coréen,translate
Comment puis-je dire 'travail' en portugais,translate
Que signifie 'jardin' en hindi,translate
Comment puis-je dire 'paix' en hébreux,translate
Comment dire 'passion' en turc,translate
J'aimerais savoir comment dire 'voyage' en grec,translate
Comment dire 'dîner' en néerlandais,translate
Comment dire 'maison' en suédois,translate
Comment dire 'famille' en danois,translate
Comment dire 'connaissance' en norvégien,translate
Comment dire 'dialogue' en afrikaans,translate
J'ai besoin de traduire 'compétence' en finnois,translate
Comment puis-je dire 'sommeil' en thaï,translate
Que signifie 'repos' en vietnamien,translate
Comment puis-je dire 'découverte' en roumain,translate
Je voudrais traduire 'inspiration' en hongrois,translate
Comment dire 'je suis content' en espagnol,translate
Comment dire 'vous êtes incroyable' en italien,translate
Que signifie 'j'aime la musique' en français,translate
Comment dire 'il est tard' en chinois,translate
Je dois savoir comment dire 'aventure' en portugais,translate
Que signifie 'elle est belle' en russe,translate
Comment dire 'il est intelligent' en néerlandais,translate
Comment dire 'nous sommes ensemble' en coréen,translate
Comment puis-je dire 'la mer est bleue' en allemand,translate
Comment dire 'le ciel est clair' en japonais,translate
Que signifie 'payer l'addition' en turc,translate
Comment dire 'changer de direction' en arabe,translate
J'ai besoin de savoir comment dire 'amour éternel' en hébreux,translate
Comment puis-je dire 'temps précieux' en grec,translate
Existe-t-il des alertes de voyage pour l'Italie en raison du coronavirus,travel_alert
Est-il prudent de voyager au Liban en ce moment,travel_alert
Y a-t-il des précautions de voyage pour le virus Ebola au Congo,travel_alert
Des alertes de voyage ont-elles été émises pour l'Inde en raison des manifestations,travel_alert
Y a-t-il des alertes de voyage pour le Brésil en raison du Zika,travel_alert
"Je prévois d'aller en Chine, y a-t-il des alertes de voyage",travel_alert
Est-ce une bonne idée de voyager en Iran en ce moment,travel_alert
"J'ai entendu parler de la violence à Mexico, y a-t-il une alerte de voyage",travel_alert
Y a-t-il des restrictions de voyage pour se rendre à Cuba,travel_alert
Des avertissements de voyage ont-ils été émis pour l'Afghanistan,travel_alert
Est-il sûr de voyager en Turquie maintenant,travel_alert
Y a-t-il des avertissements pour les voyageurs se rendant en Égypte,travel_alert
Des alertes de voyage ont-elles été émises pour l'Indonésie à cause des tremblements de terre,travel_alert
Y a-t-il une alerte de voyage pour le Nigeria en raison du paludisme,travel_alert
Est-il dangereux de se rendre au Yémen maintenant,travel_alert
Y a-t-il des alertes de voyage pour la Corée du Sud à cause de la fièvre porcine africaine,travel_alert
"Je prévois de voyager en Australie, y a-t-il des alertes de voyage à cause des incendies",travel_alert
Y a-t-il des alertes de voyage pour la France en raison des grèves,travel_alert
Est-il sûr de voyager au Bengladesh,travel_alert
Y a-t-il des alertes de voyage pour la Suisse en hiver,travel_alert
De quelles précautions de voyage ai-je besoin pour visiter Cuba,travel_alert
Y a-t-il des problèmes de sécurité en Russie que les voyageurs devraient connaître,travel_alert
Quelles sont les préoccupations de sécurité pour les voyages en Jordanie,travel_alert
Y a-t-il actuellement des précautions de voyage pour le Maroc,travel_alert
Y a-t-il des alertes de voyage pour l'Islande en raison de la météo,travel_alert
Les informations de voyage sur Taiwan sont-elles mises à jour concernant le coronavirus,travel_alert
Y a-t-il des alertes de voyage pour les Pays-Bas en hiver,travel_alert
"J'ai entendu parler d'une manifestation à Hong Kong, y a-t-il une alerte de voyage",travel_alert
Les États-Unis ont-ils émis des alertes de voyage pour l'Argentine,travel_alert
Y a-t-il des restrictions de voyage pour le Japon en raison des tremblements de terre,travel_alert
Existe-t-il des indications de danger pour les voyageurs à Berlin,travel_alert
"Je prévois d'aller en Birmanie, sont-ils dans une situation sûre",travel_alert
Y a-t-il des alertes de voyage pour le Cambodge en raison de la malaria,travel_alert
Existe-t-il des avertissements de voyage pour la Grèce en raison de la crise économique,travel_alert
Y a-t-il des précautions de voyage pour visiter le Vatican en raison de la foule,travel_alert
Y a-t-il des restrictions de voyage pour l'Irlande en hiver,travel_alert
Est-ce sécuritaire de voyager en Espagne maintenant,travel_alert
Y a-t-il des avertissements pour les voyageurs se rendant en Thailande,travel_alert
Y a-t-il des préoccupations de sécurité pour les voyages au Vietnam,travel_alert
Y a-t-il actuellement des précautions de voyage pour le Portugal,travel_alert
Des alertes de voyage ont-elles été émises pour la Roumanie,travel_alert
"J'ai entendu parler de la peste porcine en Chine, y a-t-il une alerte de voyage",travel_alert
Les États-Unis ont-ils émis des alertes de voyage pour l'Autriche,travel_alert
Y a-t-il des restrictions de voyage pour les Émirats arabes unis en été,travel_alert
Des warnings de voyage ont-ils été émis pour l'Ouganda,travel_alert
Ai-je besoin de m'inquiéter pour voyager en Tanzanie,travel_alert
Y a-t-il une alerte de voyage pour l'Iraq,travel_alert
Puis-je voyager en Afghanistan en ce moment,travel_alert
Y a-t-il des alertes de voyage pour la Somalie,travel_alert
Y a-t-il des alertes de voyage pour l'Algérie en raison de la chaleur,travel_alert
Y a-t-il des alertes de voyage pour l'Amérique du Sud en raison de la dengue,travel_alert
Est-il sûr de voyager en Belgique maintenant,travel_alert
Les États-Unis ont-ils émis des alertes de voyage pour le Népal à cause des inondations,travel_alert
Y a-t-il des avertissements de voyage pour Haïti en raison de la violence,travel_alert
Y a-t-il des avertissements de voyage pour l'Arabie Saoudite,travel_alert
Ai-je besoin de m'inquiéter des voyages en Éthiopie,travel_alert
Y a-t-il une alerte de voyage pour l'Ukraine,travel_alert
Y a-t-il des alertes de voyage pour le Burundi,travel_alert
Y a-t-il des alertes de voyage pour le Bhoutan en raison de la neige,travel_alert
Y a-t-il des alertes de voyage pour le Laos en raison des inondations,travel_alert
Est-il sûr de voyager au Cambodge maintenant,travel_alert
Y a-t-il des alertes de voyage pour le Vénézuéla en raison de la situation politique,travel_alert
Les États-Unis ont-ils émis des alertes de voyage pour la Colombie,travel_alert
Est-ce sécuritaire de voyager à Singapour maintenant,travel_alert
Est-il sûr de voyager en Nouvelle-Zélande après l'éruption du volcan,travel_alert
Y a-t-il des alertes de voyage pour la Slovénie en raison de la neige,travel_alert
Y a-t-il des alertes de voyage pour l'Irlande en raison des intempéries,travel_alert
Y a-t-il des alertes de voyage pour Israël en raison du conflit au Moyen-Orient,travel_alert
Est-il sûr de voyager au Kenya maintenant,travel_alert
Y a-t-il des alertes de voyage pour l'Albanie en raison de la pollution,travel_alert
"Je prévois de voyager en Bulgarie, y a-t-il des préoccupations de sécurité",travel_alert
Y a-t-il des alertes de voyage pour la Norvège en raison de la météo,travel_alert
Les États-Unis ont-ils émis des avertissements de voyage pour le Botswana,travel_alert
Est-il sûr de voyager à Madagascar maintenant,travel_alert
Y a-t-il des alertes de voyage pour la Gambie en raison de la malaria,travel_alert
Y a-t-il des avertissements de voyage pour la Lettonie en raison des frondes,travel_alert
Y a-t-il des alertes de voyage pour la Lituanie en raison du mauvais temps,travel_alert
Y a-t-il des alertes de voyage pour la Pologne en raison de la pollution,travel_alert
Y a-t-il des alerts de voyage pour la Finlande en raison du froid,travel_alert
Est-il sûr de voyager en Ukraine maintenant,travel_alert
Des alertes de voyage ont-elles été émises pour le Bélarus,travel_alert
Est-il sûr de visiter le Chili maintenant à cause des manifestations,travel_alert
Y a-t-il des avertissements de voyage pour la Guinée en raison de la fièvre jaune,travel_alert
Y a-t-il des alertes de voyage pour l'Équateur en raison des tremblements de terre,travel_alert
Y a-t-il des alertes de voyage pour l'Ouganda en raison d'Ebola,travel_alert
Y a-t-il des avertissements de voyage pour la Géorgie en raison de la violence,travel_alert
Y a-t-il des alertes de voyage pour Chypre en raison de la chaleur,travel_alert
Y a-t-il des alertes de voyage pour l'Andorre à cause de la neige,travel_alert
Est-ce sécuritaire de voyager en Moldavie,travel_alert
Y a-t-il des alertes de voyage pour le Bhoutan en raison de la hauteur,travel_alert
Est-il sûr de voyager en Tanzanie maintenant,travel_alert
Y a-t-il des avertissements de voyage pour l'Azerbaïdjan,travel_alert
Est-ce sûr de voyager en Syrie maintenant,travel_alert
Est-ce sécuritaire de voyager en République dominicaine alors qu'il y a de nombreux signalements de maladie,travel_alert
Les États-Unis ont-ils émis des alertes de voyage pour l'Italie en raison du coronavirus,travel_alert
Des avertissements de voyage ont-ils été émis pour l'Algérie en raison des grèves,travel_alert
Y a-t-il des alertes de voyage pour l'Uruguay en raison des manifestations,travel_alert
Y a-t-il des avertissements de voyage pour la Malte,travel_alert
Est-il sûr de voyager à Singapour maintenant que le corona virus se propage,travel_alert
Y a-t-il des alertes de voyage pour le Brésil en raison des incendies en Amazonie,travel_alert
Est-il sûr de visiter Hong Kong maintenant,travel_alert
Y a-t-il des avertissements de voyage pour le Mozambique après le cyclone,travel_alert
Y a-t-il des alertes de voyage pour la Somalie en raison de la famine,travel_alert
Est-ce sûr de voyager en Ukraine maintenant,travel_alert
Avez-vous des alertes récentes sur le Soudan du Sud,travel_alert
Les voyages au Venezuela sont-ils sûrs actuellement,travel_alert
Y a-t-il des avertissements de voyage pour le Tchad,travel_alert
Est-ce sécuritaire de voyager en Estonie,travel_alert
Y a-t-il des alertes de voyage pour la Biélorussie,travel_alert
Est-il sûr de voyager en Papouasie-Nouvelle-Guinée maintenant,travel_alert
Y a-t-il des avertissements de voyage pour Djibouti,travel_alert
Des alertes de voyage ont-elles été émises pour le Luxembourg,travel_alert
Y a-t-il des alertes de voyage pour le Suriname,travel_alert
Y a-t-il des restrictions de voyage pour Trinité-et-Tobago,travel_alert
Est-il sûr de voyager en Jamaïque maintenant,travel_alert
Y a-t-il des alertes de voyage pour la Sierra Leone,travel_alert
Y a-t-il des alertes de voyage pour le Honduras,travel_alert
Y a-t-il des alertes de voyage pour Togo,travel_alert
Est-il sûr de voyager au Qatar maintenant,travel_alert
Y a-t-il des alertes de voyage pour l'Islande en raison des volcans,travel_alert
Est-il sûr de visiter les Seychelles maintenant,travel_alert
Les États-Unis ont-ils émis des alertes de voyage pour les Maldives,travel_alert
Y a-t-il des alertes de voyage pour la Guinée Équatoriale,travel_alert
Est-il sûr de visiter le Bhoutan maintenant,travel_alert
Y a-t-il des alertes de voyage pour la Crète en raison des tremblements de terre,travel_alert
Des avertissements de voyage ont-ils été émis pour l'Islande en raison de la neige,travel_alert
"Je prévois de voyager en Corse, y a-t-il des alertes de voyage",travel_alert
Y a-t-il des alertes de voyage pour les îles Féroé en raison de la météo,travel_alert
Existe-t-il des avertissements de voyage pour la Sardaigne,travel_alert
Est-il sûr de voyager à Majorque maintenant,travel_alert
Y a-t-il des alertes de voyage pour l'Alaska en raison du froid extrême,travel_alert
Y a-t-il des alertes de voyage pour Hawaii en raison des volcans,travel_alert
Existe-t-il des alertes de voyage pour l'État du Minnesota en hiver,travel_alert
Y a-t-il des alertes de voyage pour le Canada en raison du froid,travel_alert
Est-il sûr de voyager aux Maldives maintenant,travel_alert
Y a-t-il des alertes de voyage pour la Mauritanie en raison de la chaleur,travel_alert
Y a-t-il des avertissements de voyage pour la Mongolie,travel_alert
Des alertes de voyage ont-elles été émises pour le Guyana,travel_alert
Y a-t-il des avertissements de voyage pour les Tuvalu,travel_alert
Est-il sûr de voyager à Palau maintenant,travel_alert
Y a-t-il des alertes de voyage pour le Libéria en raison d'Ebola,travel_alert
Y a-t-il des avertissements de voyage pour le Timor oriental,travel_alert
Y a-t-il des alertes de voyage pour Saint-Kitts-et-Nevis,travel_alert
Existe-t-il des avertissements de voyage pour Saint-Vincent-et-les-Grenadines,travel_alert
Est-il sûr de voyager en Guinée-Bissau maintenant,travel_alert
Y a-t-il des alertes de voyage pour les Malouines,travel_alert
Des alertes de voyage ont-elles été émises pour le Groenland,travel_alert
Y a-t-il des avertissements de voyages pour l'Oman,travel_alert
Y a-t-il des alertes de voyage pour le Belize,travel_alert
Y a-t-il des avertissements de voyage pour le Turkménistan,travel_alert
Est-il sûr de voyager au Montenegro maintenant,travel_alert
Y a-t-il des alertes de voyage pour le Lesotho,travel_alert
Des avertissements de voyage ont-ils été émis pour la Macédoine,travel_alert
Y a-t-il des alertes de voyage pour le Kosovo,travel_alert
Y a-t-il des avertissements de voyage pour San Marino,travel_alert
Est-il sûr de voyager à la Côte d'Ivoire maintenant,travel_alert
Y a-t-il des alertes de voyage pour la Guinée,travel_alert
Y a-t-il des alertes de voyage pour le Gabon,travel_alert
Des avertissements de voyage ont-ils été émis pour le Gaza,travel_alert
Y a-t-il des alertes de voyage pour l'Irak,travel_alert
Est-il sûr de voyager à l’Antarctique maintenant,travel_alert
Existe-t-il des avertissements de voyage pour l'Arctique,travel_alert
Les États-Unis ont-ils émis des alertes de voyage pour l'Arabie saoudite,travel_alert
Y a-t-il des alertes de voyage pour le Yémen,travel_alert
Des alertes de voyage ont-elles été émises pour la Jordanie,travel_alert
Y a-t-il des avertissements de voyage pour l'Iran,travel_alert
Existe-t-il des alertes de voyage pour le Turkmenistan,travel_alert
Est-il sûr de voyager au Kosovo maintenant,travel_alert
Y a-t-il des alertes de voyage pour l'Afghanistan,travel_alert
Des alertes de voyage ont-elles été émises pour le Tadjikistan,travel_alert
Existe-t-il des avertissements de voyage pour l'Ouzbékistan,travel_alert
Est-il sûr de voyager en Bulgarie maintenant,travel_alert
Y a-t-il des alertes de voyage pour le Kazakhstan,travel_alert
Y a-t-il des alertes de voyage pour le Kirghizistan,travel_alert
Des avertissements de voyage ont-ils été émis pour le Pakistan,travel_alert
Existe-t-il des alertes de voyage pour l'Inde,travel_alert
Est-il sûr de voyager au Brésil maintenant,travel_alert
Combien de temps reste-t-il à mon vol pour arriver,flight_status
Le vol DL456 est-il en retard,flight_status
A quelle heure le vol AZ123 atterrira-t-il,flight_status
Quel est le statut du vol AF456,flight_status
Le vol AA123 a-t-il déjà décollé,flight_status
Y a-t-il des retards sur le vol BA789,flight_status
Pouvez-vous me donner des informations sur le vol LH987,flight_status
Est-ce que le vol QR654 est arrivé,flight_status
A quelle heure décolle le vol EK345,flight_status
Y a-t-il des changements sur le vol TK238,flight_status
Le vol LX819 est-il à l'heure,flight_status
Quand atterrit le vol VS765,flight_status
Quel est le statut actuel du vol MU583,flight_status
Le vol LA842 a-t-il décollé à temps,flight_status
Pouvez-vous me dire si le vol QR932 est en route,flight_status
Le vol ET675 est-il retardé,flight_status
Quelle est la porte d'embarquement pour le vol BA123,flight_status
Quel est le statut du vol QF456,flight_status
Y a-t-il un retard sur le vol FJ789,flight_status
Quand le vol UA321 va-t-il décoller,flight_status
Quel est le statut du vol JL654,flight_status
Le vol SA985 est-il à l'heure,flight_status
A quelle heure décolle le vol NZ345,flight_status
Y a-t-il un retard sur le vol AA678,flight_status
Est-ce que le vol SL123 a déjà atterri,flight_status
Quel est le statut du vol CA456,flight_status
Quand le vol AF789 va-t-il décoller,flight_status
Le vol QR321 va-t-il arriver à l'heure,flight_status
A quelle heure le vol TK654 atterrit-il,flight_status
Pouvez-vous me dire si le vol LX987 est en route,flight_status
Le vol VS765 est-il retardé,flight_status
Quand atterrit le vol MU583,flight_status
A quelle heure le vol LA842 va-t-il décoller,flight_status
Quel est le statut actuel du vol QR932,flight_status
Est-ce que le vol ET675 a décollé à l'heure,flight_status
Le vol BA123 est-il retardé,flight_status
Quelle est la porte d'embarquement pour le vol QF456,flight_status
Y a-t-il un retard sur le vol FJ789,flight_status
Quel est le statut du vol UA321,flight_status
Le vol JL654 est-il à l'heure,flight_status
A quelle heure décolle le vol SA985,flight_status
Est-ce que le vol NZ345 a déjà atterri,flight_status
Quelle est la porte d'embarquement pour le vol AA678,flight_status
Le vol SL123 est-il à l'heure,flight_status
Quand le vol CA456 va-t-il atterrir,flight_status
A quelle heure le vol AF789 va-t-il décoller,flight_status
Le vol QR321 est-il retardé,flight_status
Quel est le statut actuel du vol TK654,flight_status
Quand atterrit le vol LX987,flight_status
Est-ce que le vol VS765 a décollé à l'heure,flight_status
Le vol MU583 est-il en retard,flight_status
Quelle est la porte d'embarquement pour le vol LA842,flight_status
Le vol QR932 va-t-il arriver à l'heure,flight_status
"""J'ai perdu mes bagages sur le vol Air France 123,""",lost_luggage
"""Mes bagages n'ont pas été livrés après mon vol BA456,""",lost_luggage
"""Je ne peux pas trouver mes bagages à l'aéroport de JFK,""",lost_luggage
"""J'ai perdu mes bagages sur le vol Delta 789,""",lost_luggage
"""Je ne peux pas localiser mes bagages à l'aéroport de LAX,""",lost_luggage
"""Mes bagages n'ont pas été livrés après mon vol Emirates 321,""",lost_luggage
"""J'ai perdu mes bagages à l'aéroport de Heathrow,""",lost_luggage
"""Je ne peux pas localiser mes bagages sur le vol Qantas 654,""",lost_luggage
"""J'ai perdu mes bagages à l'aéroport de Sydney,""",lost_luggage
"""Mes bagages n'ont pas été livrés après mon vol Singapore Airlines 987,""",lost_luggage
"""J'ai perdu mes bagages sur le vol Transavia HV 6904,""",lost_luggage
"""Je ne peux pas localiser mes bagages à l'aéroport de Barcelona,""",lost_luggage
Où devrais-je aller si je suis à la recherche d'aventure,travel_suggestion
Quels sont les meilleurs musées à New York,travel_suggestion
Quels sont quelques points d'intérêt à Paris,travel_suggestion
Quel serait le meilleur endroit pour voir les aurores boréales,travel_suggestion
Quels sont les meilleurs sites de randonnée en Californie,travel_suggestion
Quelle est la meilleure époque pour visiter le Grand Canyon,travel_suggestion
Où puis-je trouver les meilleurs sushis à Tokyo,travel_suggestion
Quels sont les endroits à visiter absolument en Afrique du Sud,travel_suggestion
Quels sont quelques bons restaurants à Rome,travel_suggestion
Quelle est la meilleure époque de l'année pour visiter Hawaï,travel_suggestion
Quels sont les meilleurs endroits pour faire du surf,travel_suggestion
Quels sont les meilleurs parcs nationaux aux États-Unis,travel_suggestion
Veuillez recommander des choses à faire à Berlin,travel_suggestion
Où puis-je trouver les plus belles plages du monde,travel_suggestion
Quels sont les endroits incontournables à Sydney,travel_suggestion
Quel est le meilleur moment pour visiter l'Islande,travel_suggestion
Est-ce que vous avez des recommandations pour des activités à Londres,travel_suggestion
"Je vais visiter Amsterdam, qu'est-ce que je devrais faire",travel_suggestion
"Je suis un amoureux de l'art, pouvez-vous recommander quelques musées",travel_suggestion
Y a-t-il des monuments historiques à visiter au Canada,travel_suggestion
"Je suis un amateur de vin, pouvez-vous recommander quelques vignobles en France",travel_suggestion
Pouvez-vous recommander des festivals à ne pas manquer,travel_suggestion
"Je suis fan de musique classique, y a-t-il des salles de concert à Prague",travel_suggestion
"Je suis un mordu de livres, y a-t-il des bibliothèques ou des librairies remarquables à visiter",travel_suggestion
"Je suis à Dubaï pour une semaine, quels sont les lieux incontournables à visiter",travel_suggestion
Puis-je prendre des aliments dans mon bagage à main avec Spirit Airlines,carry_on
Quel est le poids maximum que je peux porter en cabine sur Air France,carry_on
Combien de bagages à main American Airlines autorise-t-elle,carry_on
Ai-je droit à un bagage à main avec Ryanair,carry_on
Combien puis-je porter dans mon bagage à main avec la compagnie aérienne KLM,carry_on
Est-ce que je peux amener des médicaments dans mon bagage à main,carry_on
Y a-t-il des restrictions sur les objets que je peux emmener dans mon bagage à main avec Delta Airlines,carry_on
Quelle est la politique de bagages à main avec Qantas Airways,carry_on
_Quelle est la taille maximale d'un bagage à main avec British Airways,carry_on
Y a-t-il une limite pour le nombre de bagages à main que je peux avoir avec Lufthansa,carry_on
Est-ce que je peux apporter un ordinateur portable dans un bagage à main sur un vol Southwest Airlines,carry_on
